0,大根,0.1,本
1,人参,0.25,本
2,ゴボウ,0.25,本
3,長ネギ,0.25,本
4,豆腐,0.25,丁
5,油揚げ,0.25,丁
6,豚肉,75,g
7,糸こん,25,g
